Product Name,Sales_2022,Sales_2023
cucumber face mask,179907.2,193909.07
spiderman plush,289008.1,326727.19
winter,199174.8,219027.49
snapper,427762.6,444507.77
drum pad,1268597.8,1287411.86
kangen water machine,877398.4,949812.62
vampirina toys,490296.6,540482.13
trophy,666366.4,721680.39
rawhides for dogs,1816719.8,1775577.62
pencil grips,1070266.5,1000339.69
denture adhesive,2956713.2,2819740.26
collapsible dog bowls,1431398.9,1356580.64
mens leather bracelet,1708284.6,1621981.91
lip scrub,271799.7,331354.86
rit dye,1775275.2,1753896.66
glow sticks,7554913,7301879.39
nintendo switch pink,135561650,135244656.00
hot tub handrail,132676.9,128956.38
active displayport to hdmi adapter,75948.7,95342.20
gourmet dog treats,85290.8,94992.32
2004 chevy tahoe tail lights,131723,95042.12
valentine tags,41301.1,10072.17
ipad case with screen protector,142008.9,159343.32
pgi-280xxl,323853.4,334206.71
2005 chevy silverado grill,106082.7,113945.60
tattoo clip cord,37859.7,-21112.81
650 watt power supply 80 plus gold,265756.6,275856.60
antler lamp,155881.8,177650.24
car mouse,51361.4,55648.94
double stroller organizer,257408.7,274614.00
vitamin c capsules,133280.7,151116.17
oneplus 6t case,70036,61036.52
tball pants,81245.5,99144.10
lubricating jelly,188921.4,197167.92
thin bathroom rugs fit under door,49017.7,16784.73
carnauba wax,84965.8,88336.51
extension cord with usb,221082.5,221819.95
lol room decor for girls bedroom,152028.5,144200.17
drawing stylus,125786.6,110734.65
sleeping caps for women,43167.3,5679.61
kids real tool set,175576.8,192691.99
privacy shields for student desks,207952.8,225385.79
plastic chain,155857.9,176475.24
teak cutting board,368728.9,383401.69
fermented pickles,328582.5,343334.90
lacing beads,148434.1,164988.59
anchovy paste,199659.9,206124.68
auto trim adhesive,119019.7,137865.60
pedicure foot rest,40141.9,-19161.07
carbon fiber license plate frame,233687.9,242885.03
organic weed killer,515360.1,528583.36
art caddy,124659.9,119419.65
patchouli,137634,122978.39
loudest alarm clock,394214.3,415551.62
outdoor radio,272108.2,270035.98
2 step ladder,504662.9,520912.41
glove holder,482015.1,485114.65
long bathroom rugs runner,392397.1,354851.74
cuban link dog collar,222556.5,206085.29
wave maker,583731.4,579344.79
ps4 ssd,1848749.2,1850541.81
frozen castle,648132.4,671546.98
sweatbands,442045.4,425264.86
erector set,716401.4,739540.86
storage tower,631421.8,600346.06
hermione granger costume,729990.9,716434.68
jumbo pencils for preschoolers,508507.1,505546.71
powdered eggs,2668142.8,2642233.56
watch and phone charging stand,974425.2,984183.28
houston astros,357054.7,377980.28
iphone 12 pro max wallet case,564770.6,542488.16
hootoo,3913479.5,3898304.69
bromine tablets,3612514.8,3520942.71
oregano,1506560.6,1373795.91
car wash brush,1782599.1,1777768.49
shakeology,3194627,3198189.96
furnace filters,1490357.9,1588371.18
beef dog food,4786551,4676917.64
cr2450 battery,3160752.5,2859325.00
pegboard hooks,2323815.5,2320423.61
toddler step stool,4110985.8,4077790.16
oculus quest 2 accessories,5723617,5737967.15
paintings,2401056,2610570.22
bluetooth car adapter,7973553.5,7860366.21
blood pressure monitor,32870964,32318106.31
keurig coffee maker,61876772,61401458.93
3/16 cable,67989.8,87962.76
creeping red fescue grass seed,89388.1,108551.75
1.5 tog sleep sack,44523,44065.48
ytx5l-bs battery,134446.4,155223.14
white desk mat,63307,85224.12
chili cook off trophies,88311.5,95766.47
abba zabba candy bars,115266.7,137725.47
warm and natural cotton batting,397714.7,412810.04
mens golf visor,95069.5,105222.16
wall mount speakers,155877.3,168414.71
framing nails,101514.7,123733.43
scented votive candles,100481.6,105316.68
heavy duty storage box,125621.4,125316.70
mortons neuroma inserts,97174.7,103200.75
powerade zero grape,150123.6,159346.72
speed square 12 inch,86894.8,111359.20
catheter leg bag,167084.2,173481.25
bike shoe clips,119811.1,137622.35
beretta 92fs grips,69556,56438.75
burgundy rug,230113.9,229360.08
rubber baseboard,229803.1,237128.44
black backdrop curtain,224110.9,233663.54
non toxic markers,163811.8,171058.96
dwc hydroponic system,250130.7,272099.07
spiderman wall decal,183624.8,195608.56
chore coat,211948,226219.13
flush mount led pods,131848.4,148518.51
couples adventure book,156441.3,189470.35
tv speakers for hard of hearing,729753.3,748463.23
ted hose,224140.8,204648.00
diet orange crush,414546.1,425879.35
sodium percarbonate,239295.9,264603.98
larimar jewelry,195910.6,126778.28
bord,97135.2,125017.94
rv flag pole,304114.5,332756.31
hydrogel nipple pads,763883.8,751894.29
motorcycle turn signals,185265.7,186986.42
soft locs 36 inch,363600.4,372747.41
zinnia seeds,326960.2,315508.16
55 gallon trash bags,1871808.8,1821622.38
tool drawer organizer,420151.1,439827.11
coaxial cable connector,245191,270118.92
leather briefcase for men,677080,668346.97
soup gluten free,2466805.2,2217230.73
baby blocks,593887.5,629141.64
baby yoda birthday decorations,801791.1,791583.32
yellow pillow covers,616074,601291.50
self defense weapon,1448658.8,1481575.98
fishing net,1248790.2,1265193.71
spare tire cover,882153.3,922580.68
breast like pacifiers,1131962,1078918.90
disney masks for adults,1060937.5,1096299.72
electric skillet,3002116,3029322.15
fenugreek,1666312.2,1665923.65
dog food for small breed,5763940.5,5558747.10
stencils,717601.6,836117.01
peel and stick floor tile,2293151.5,2417991.35
yoga mat,17488812,16949151.07
32gb sodimm ddr4 3200,95525.5,111048.77
hoover pet vacuum,112760.4,135940.31
bed sore bandages,77090.2,72980.31
kn95 masks small,34846.5,31726.60
3 inch sanding disc,73315.3,81872.81
crest cool mint gel toothpaste,71620.9,90447.02
youth catchers helmet,111935.6,125604.82
oreck cc vacuum bags,112901.2,113877.58
channel knife,65581.1,79837.06
bee ribbon,28744,-35044.84
blue solar lights outdoor,165806.9,167283.43
cord hider desk,49793.4,64110.91
puppy mat,117938.7,128927.11
police party decorations,88128.8,78498.89
bunting bag,98269,119139.38
merv 11 air filters 20x25x5,639070.5,643575.85
spine bookshelf,70308.5,95771.04
2ft led light fixture,150095.3,163792.39
chameleon accessories,234615.4,226776.65
florida gifts,101664.8,104193.21
narrow basket,66623.6,69877.10
clock radios,162913.7,170412.06
black chain,75099.1,83931.14
panda squishmallow,98470.1,123380.43
wooden folding table,424453.5,447613.40
ohara nail sticker gel,13843.2,-54250.25
table top tiki torches,186345.2,202006.23
glass console table,293343.3,279937.54
girls uniform dresses,279053.4,239677.46
fruit fly spray,257721.2,272408.07
protein powder with creatine,377613.8,396876.42
reflective jacket,245338,257369.54
tumbler making supplies,238914.6,259224.70
white storage bin,200430.2,222442.69
sympathy plants,238806.7,265019.38
sweet potato chips,536900.4,519452.03
cat grooming supplies,233468.8,245982.08
rack and pinion,513371.9,489029.01
nurse pens,164684.3,182291.69
small gym bag for men,273706.2,266986.14
test light,439629.5,446469.74
african violets live plants,351093.2,373239.66
bottle holder for baby,136670.4,117842.35
book binding,244042.2,260894.11
viking costume women,145387,84354.36
spork,312139.7,304612.08
hdmi to rca,498240.7,499161.48
curly hair conditioner,350681.4,356086.32
pen flashlight,516192.3,521046.14
long shorts for men,1274998.6,1209060.01
nightmare before christmas funko pop,613101.2,611147.69
braiding rack for hair,524481.3,546211.38
gems,222236.4,240514.29
bike repair stand,1544813,1559572.54
pool chair float,7730392.5,7601313.37
spill proof cups for kids,924935.7,934148.34
hair buff for curly hair sleep,403452.6,431684.58
milk frother cup,685574.8,689720.94
rocking horse,1694853.8,1735311.39
dnd miniatures,1168881.8,1209622.22
curl bar,3273291.5,3314265.74
baby sun hat,1645788.5,1454630.98
murder mystery game,1899826.2,1923324.29
bedroom furniture,1392769.4,1565797.98
coffee mug holder,1018981.4,1131800.91
solar panel,16487010,16578123.73
macbook pro 13 inch case,4040419,4074828.62
pre workout,24489514,23960741.01
john deere gator seat,161325.2,176059.32
jeep wrangler jl floor mats 4 door,95084.5,108067.32
8 inch recessed led light,144073.7,162592.31
lego mandalorian helmet,111167.7,138837.84
dog bladder support,100600.5,118755.80
cms 1500 claim forms,211888.4,228631.63
small surgical mask,27279.8,-2505.58
dewalt 18v battery charger,162746,172829.18
massage blanket,92417.4,84993.70
trickle charger cable,166002,181850.23
waterproof chair covers,156108.8,155824.42
himalayan pink salt fine,136434.5,147508.67
trailer jack foot plate,131969.3,147336.15
12 grain bread,102520.5,100375.52
parmegiano-reggiano cheese,485409,441827.71
exfoliating sponge,98163.6,115184.28
fletching jig,128269.2,148677.38
scleral lens solution,451182.8,466857.96
noise cancelling earbuds wired,327540.4,341909.07
shark iron,290380,311853.70
minnow bucket aerator,229649.3,250800.95
ballet tutu,81213.6,6285.72
mens corset,92625.6,99160.62
remote control shark,187253.2,208209.35
divided pan,142738,146484.59
zinc carnosine,523059.3,528033.12
xlr to usb,261693.9,290928.66
paris comforter set,184472.7,167325.38
korean face masks,105026.8,96597.84
plantronics earbuds,301227.3,328357.54
car compass,110036.6,94688.94
ear bulb,188515.2,201335.21
tecnu,779597.5,766986.07
gold beaded bracelets for women,168272.3,180291.28
kombucha starter kit,408822.8,432202.65
quilted throw,244444,197677.48
kids hair gel,195247.9,201460.64
10 gauge wire,332466.1,356753.32
dog rug,436599.9,439149.50
picture board,190600,222195.29
jojo siwa birthday party supplies,451689.2,431695.71
lady fingers,351372.9,334395.45
buckwheat,743316.3,738271.25
extension cord 15 ft,1254986.8,1208057.42
overwatch,453524.6,505716.74
stethoscope case,741383.7,706483.19
dinosaur room decor for boys,503640.7,441758.01
mexican hot sauce,1527098.9,1470783.05
baby proofing,1998482.5,1936091.90
laxatives,3202655,3082091.17
gymnastics mat,7756493,7770894.27
honey pot boric acid suppositories,6142861,6085676.55
phone,45471068,46278902.46
tn221bk,216197.4,238967.22
setter volleyball,57851.7,82254.90
cross ties for horses,53077.4,41301.65
iphone se 2020 screen replacement,78901.7,99025.34
sennosides 25mg laxative,73003.2,84740.84
racquetball goggles,124557.3,134818.88
tilted dog bowl,77058.1,70693.09
sonic goodie bags,64431.7,48888.87
flushmate,223080.9,238549.91
granulated onion,124655.2,142642.49
box anchor,420280,436743.67
paver sealer,332388.8,339246.88
cat jacket,50468.2,45834.91
cleaning wipes all purpose,115217,121793.57
marine led strip lights,67355.2,83417.82
baby sack sleepers,76129.9,85239.51
rolling underseat bag,88735,49086.17
hamper bag,119633.8,114551.46
mold fogger,157880.8,109917.94
easter window clings,22942.5,-56681.11
fake buttons,72231.8,28519.83
organic eyeliner,169856.3,185090.91
ezpass tag velcro,149794.9,157115.19
white sand,116010.3,136128.50
non stimulant fat burner,339381.7,353824.56
in training dog vest,140262,140389.96
smart recessed lighting,484930.1,493624.52
witcher 3 xbox one,137091.7,167876.70
large hole beads,93724.7,30454.47
h6054 led headlights,487180.3,498029.35
bifold door knobs,196532.1,196891.80
spicy,216724.5,222018.20
pen holder for notebook,137595.7,138665.51
100 lb propane tank,321592.6,360170.84
youth knicker baseball pants,671480.6,626176.30
farmhouse bedding king,243862.8,214261.01
anti snore pillow,445011.9,464840.24
shoe brush,183536.5,152058.85
crib tent,802422.6,818054.11
blue yeti boom arm,990081.2,1009638.96
efrutti gummy candy,277556.1,323850.18
spore probiotic,2819745.5,2788605.80
fridge drawer,305288.3,312733.10
retro headphones,725456,751915.26
laser printer paper,1268421,1217244.59
woolite laundry detergent,1898408,1836576.16
deer repellent,2528715,2458529.13
cedar planks for grilling salmon,1640372.8,1648770.97
gaba,1600382.6,1580679.74
white corset,551618.4,588411.84
love seats furniture,1465903.6,1400873.22
2t snow pants,2124656.8,2031725.88
long distance touch bracelets,1747788.4,1813670.59
calligraphy pens,934785.7,951455.48
hand mirror,1339053.2,1281359.09
flipping fish,1773770.8,1744485.56
water filter for sink,3073626.5,3135460.51
globe,3225447,3318269.34
headphone stand,2849967.5,2891169.36
black seed oil,4396769,4335521.41
foot spa,6440842,6686795.65
router,31184848,31397442.30
youth baseball pants with piping,39155.2,46156.62
sitting exercise bike,138369.2,146447.15
grey book shelf,96532.6,110495.63
medical pillow,139259.4,163296.02
mahjong gifts,171464.6,136766.59
girls flip flops size 11,56133.3,-54693.78
wooden roses,80148.9,96729.82
bicarbonate gum,75311.8,87354.75
baby headphones for plane,53681,74918.96
mercon v,200402.9,219060.77
extra long yoga mat,158481.4,165772.15
mario valentines,64129.5,82881.06
hand clappers,107853.1,113667.61
pack n play tent,176264.5,197229.97
gun range backpack,84086.1,93587.00
solar barn light,97011,112874.28
closet bench,71965.1,89301.41
bracelet helper tool,65488,55268.75
elastic thread,68978.4,88504.13
1/4 drip irrigation fittings,100160.6,86044.48
portable pump,80781.6,89108.07
tumbler boxes for shipping,91689.5,95249.63
2oz bottles with caps,61164.9,9265.48
magna tiles animals,115042.9,151899.81
heat glove,131590.7,119905.04
bulk toys for kids,116081.2,122419.56
iphone 6s wallet case,172605.3,134728.97
mermaid backdrop,125320.5,113869.77
condenser microphone bundle,426911.4,439739.13
dry lube spray,217018.5,231751.69
mini tart pan,155935.1,173386.99
sewer snake,1202943.6,1176259.88
chicken plucker,685913.2,707335.91
hot dog costume,258495.5,287557.44
diabetes supplements,436499.2,455496.45
antifungal powder,365185.3,367548.30
peanut butter cereal,339403.2,327307.58
architect scale ruler,357943.9,348091.47
ankh,122248.6,111923.67
puzzle sorting trays,534941.5,540453.83
chicken coop heater,519154.2,551382.75
wood moisture meter,753248.2,764032.99
crib skirt,310064.9,314483.87
pool timer,1135606.1,1150466.03
liner brush,165882.8,136554.16
infrared heater,1147854.1,1174422.01
kids music player,786584.8,831662.94
pink car seat covers,741276.6,758513.99
stampers for kids,518310.3,516012.94
mad rabbit tattoo balm,62106.8,61645.56
shampoo bottles,398286.7,394154.25
fluffy pillows,354408.9,382570.92
yellow decor,490448.4,426232.33
bipod,2353538,2370012.74
prong collar for dogs,3597791,3494340.51
caramel sauce,2209541,2169036.21
rosemary,1285193.4,1114188.04
crave wet cat food,5307709,5008695.45
emergency radio,3740377.2,3730488.85
bottle drying rack,1513744.1,1537104.08
kids luggage,2969619,2974132.73
hot plate,4882904.5,4972543.28
smokeless fire pit,8252230,8399284.68
natural deodorant for women,1648507.5,1924862.60
louis vuitton bag,6878886,7150126.12
christmas ornaments,7884857.5,8212107.59
remington solar chlorine-free sun shock pool purifier,134105.9,157528.70
g40 led bulb,84205.2,104300.70
folding shower seat,137569.5,138988.10
dyson hp01 filter,188383.8,208155.63
bird feeder kit,56712.3,55497.24
ddr3 ram 32gb,114753.7,137371.75
kitchen racks,85704.7,57409.42
oklahoma joes grill cover,269237.6,285367.91
freezable dog toy,108191,124478.75
pure beech sheets,65206.5,91514.00
5 cup coffee filter,106872.7,128417.73
tart cherry gummies,184796.6,205110.29
volcano toy,116809,135593.23
clear zip ties,143442.3,152262.62
weekly clothes organizer for kids,97979.7,102631.14
dog bandage,181387.4,180930.14
medieval belt,161510.6,153949.53
dometic awning parts,778657.1,758491.06
dinosaur shoes,75018.6,14554.33
crossbow case,500292.8,513703.54
grey scrubs,131603.1,91033.47
cd jewel cases,240720.4,254847.76
whole house surge protector,857371.2,873972.47
number line for classroom wall,153878.1,169368.46
thermal paper 3 1/8 x 230,2089541,2049257.86
rv step covers,334179.6,343532.89
reverse osmosis system countertop,725139.3,750790.75
roof rake,911759.8,916571.20
linear actuator,315382.4,345615.75
heavy duty spray bottles,521840.6,513160.25
golf cart seat covers,687302.1,678628.79
kids camcorder,413903.8,407304.51
thirty one tote bags,260682.6,251873.92
oreck vacuum cleaner,5685649,5625729.97
dht blocker,647550.4,630203.29
chili pepper,397256.2,390557.32
old lady wig,571214.4,574137.13
hunting boots,939203.6,929176.14
fancy feast gravy lovers chicken feast,3149709,3044765.00
spice grinder,1631641.9,1679334.32
vanilla syrup,2484098.5,2439469.76
black pepper,2027006.8,1853381.55
activity table for toddlers 1-3,2055441.4,2102312.30
dodgers,1178997.6,1303969.10
doctor kit for kids,2271771,2309560.88
sling,1325230.9,1492120.11
iron on patches,980945.6,1209399.02
epsom salt,8174507.5,7751824.52
silk pillowcase,12153042,11115624.04
xbox one controller headphone jack,28889500,28893897.79
xbox one controller headphone jack,28889500,28893897.79
xbox controller,28889500,28893897.79
xbox controller,28889500,28893897.79
14 inch ring light,61464,80452.22
st patricks day dog clothes,25411.9,10625.40
16x25x5 furnace filter merv 11,274875.8,292298.40
foliar spray,61933,79983.42
white baby hangers,96769.2,119112.32
blue file folders,175299.8,190810.04
binders bulk,111333.5,131411.24
kennel cleaner,357378.5,375730.52
playbill binder,82028.3,101057.80
lg monitor power cord,48868.9,75618.70
oversized reading glasses,42420.3,-17467.81
hps grow light,175115.1,193473.29
bulldog stuffed animal,81705.6,99823.14
girls workout shorts,82427.3,49163.31
neon plates,127356.3,141258.03
8.5 x 11 journal,86663.1,101863.15
screen door saver magnets,83115.5,100124.13
fabric markers for sewing,83601.9,93041.01
quiche baking dish,128453.7,142388.85
mini pot,85706.5,60737.53
swirl remover,375663.9,396620.49
pink bottles,149671.1,163122.31
bronze shower curtain rod,394367,395400.16
keto macaroni,302201.9,309944.08
soil probe,375162.7,387784.30
star wars valentines,137837.3,130155.92
boat winch strap,316692.9,325243.80
shoe polish brush,154073,137524.93
red car accessories for women,132212.9,108683.05
deer target for archery,570666.5,599196.76
parts washer,794612.4,812239.23
butter warmer,338564.5,347676.70
mini soundbar,280458.5,271132.59
puffco peak glass,362353.4,351654.64
keychain tool,121129.9,142099.27
safflower seed,1521419.8,1495508.69
retinol body lotion,296920.2,281889.31
enclosed trailer accessories,457578.2,434855.78
rotating christmas tree stand,850086.5,867225.77
hair clay,534683,523901.84
graduation yard sign,418670.4,407030.14
wrist sweatbands,463822.7,434266.01
vanilla chex,848909.6,788593.42
uncle bens rice original,1404522.2,1363958.67
hospital bags for labor and delivery,863731.5,850998.94
tea bag organizer,2957892.2,3005351.76
milwaukee tools,12995030,13473859.50
cereal,5359673,5235490.27
30x30x1 air filters,138465.9,161447.66
4 piece couch cover,72777.6,81044.76
knicker baseball pants mens,210476.6,197104.00
white plastic basket,94246.7,105420.41
shark rotator parts,153443.7,150837.25
bow rake,115239.1,107365.98
car glue,68151.3,85303.37
breast pump tubing,99408.3,121920.79
plastic rings for bridal shower game,97112.8,89789.42
tires 245/45 18,200067,218543.82
wrestling bag,102411.3,113081.73
shark robot vacuum replacement parts,83030.9,103886.90
cinnamon cereal,107463.6,116631.53
yellow spray paint,98926.3,122042.43
brown packing tape,189493.9,196813.56
red license plate frame,84407.6,90544.67
essential oil blends,29789.4,-40128.72
dungeons and dragons board game,125940.3,150184.73
zinc chewable,294123.6,298322.10
boot oil,127097.2,142033.25
fresh flow air filter whirlpool refrigerator,222113.9,223629.28
tiny gold hoop earrings,84527.6,81812.08
leather better,62335.3,77673.85
ape hangers,140975.2,127812.46
supernatural funko pop,500111.9,519965.77
sunflower mask,80179.3,-12151.14
a76 battery,171628.6,173448.63
flamingo wax strips,57480.2,88408.94
womens 7 inch inseam shorts,302666.3,296474.89
mechanics belt,283459.5,285137.18
bore snake,276227.9,274741.56
surface pro 7 pen,469928.6,471009.65
chain link fence slats,444566.9,462621.78
bosch icon,196047.1,223294.14
clinical strength deodorant men,520864.3,499937.37
mushroom earrings,140399.7,151898.31
wool compression socks women,663814.3,625175.71
airplane ear plugs pressure for kids,322272,327080.03
small tv wall mount,420067.4,424897.73
mens face scrub,295847,273241.98
neoprene face mask,108154.9,50881.92
leather stamps,240054.7,229615.98
prism scope,489271.7,507286.48
big pillows for bed,373770.5,370568.93
cheap baby bottles for baby shower drinking games,214294.4,240497.06
vegan cookies,484298.4,452384.30
work apron,567752.6,557375.74
6 volt battery,702058.1,708955.57
red mask,336789.2,333359.39
bushnell rangefinder golf,2344694,2352757.81
xbox wireless adapter,750451.9,772491.68
pinwheels,466833,465782.49
polka dot dress for women,564255,494123.59
bullet journals supplies,290706.7,308027.49
tactical,520683.8,514585.00
raisin bran,1333902,1221452.18
retractable clothesline,649937.1,672368.01
flosser,999847.9,964144.85
bob wig human hair,276981.2,286032.19
tumbler spinner,2119747.5,2105627.15
home covid test kit rapid,319665020,313701671.90
soy milk,2906012,2590781.12
gundam barbatos,2830749,2993643.55
yugioh cards,3938481.5,4079837.23
wheelbarrow,5655736,5822136.34
grom exhaust,139605,156636.23
3 point hitch receiver,244529.2,258890.75
a frame chalkboard sign outdoor,237139.9,244518.75
sifting litter liners,106682.2,116559.33
coloring paper,72660.5,80587.46
end tuft toothbrush,55083,42638.47
weed and feed spray,93675.2,112541.20
white resin pigment,61039.2,68218.67
sleeper sofa sheets,151619.9,153427.96
decoy bag,201884.1,214747.95
flannel crib sheet,127094.6,138445.19
blue candy for baby shower,166592.2,144588.23
free and clear,340485.4,350507.63
feather cape,147274,136810.55
file dividers,222866.6,228256.55
underwater phone cases for snorkeling,385026.2,401075.38
money tree gift holder,147346.5,161268.58
knife making kit,120524.7,132983.72
cat keychain,79191.8,86379.10
dry erase stickers,156843.4,177654.37
mini pan,97206.4,114829.04
kids mirror,110386.6,113694.49
sensory chair,193325.5,208600.27
space tapestry,116946.9,123871.79
pink organizer,75914.6,28667.51
coconut oil bulk,509280.1,518773.64
aquarium tubing,208851.5,220566.99
testosterone support,782224.6,783616.75
stethoscope holder,224002.7,231353.21
gold vinyl,275197.4,281354.11
versed eye cream,14953.4,-55028.65
hummingbird gifts,446903.5,437214.00
fire blanket,481899.7,482308.70
wood wallpaper,248512.6,246294.41
hourly planner,255006.6,231595.07
mini carabiner clip,313006.2,304551.57
whole wheat pretzels,648047.2,645185.16
little tikes playground,1116804.2,1141276.34
elderberries,1004821.2,987614.98
dinotrux,711874.1,752367.98
coffee candy,497274.9,490125.18
tiny hands,288428.7,314605.40
baby walking toy,731014.1,761071.49
super sour candy,426646.1,457252.20
yoga towel,1397191.2,1322275.62
mini keyboard,689058.1,710960.34
fertility lubricant for women,1518450.4,1522505.88
glide floss,2039690.6,1958667.16
fleshlight,682403,905411.24
distilled water,13293116,12863060.42
mp3 player,7283701.5,7366295.65
dishwasher pod,14551368,14195683.75
barrina led shop light 8ft,107778.2,131843.64
tesla model y seat covers,93887.1,113453.92
st patricks day flag 28 x 40 double sided,38437.2,28451.81
intraoral camera,166961.2,176359.68
2nd cut timothy hay,111147.6,133847.53
trash can dolly,121900.6,143189.05
predator 212 torque converter kit,105287.9,125033.10
basketball knee pads youth,76080.1,87823.27
tn 630 brother toner cartridge,297101,315519.05
gopro light,65498.5,88078.41
zinc oil additive,89589.4,108911.40
hanging whiteboard,101561.6,115634.98
rinnai tankless water heater natural gas,600377,608537.88
15 watt light bulbs wax warmer,74835,86527.17
dewalt orbital sander replacement pad,103909.5,118369.61
chimney brush,112611.8,126291.58
oatmeal bulk,96910.8,115287.60
ear wax removal for kids,64094.4,79011.19
bonsai scissors,97935.5,104045.44
biker shorts for men,123582.1,132756.47
cotton roll,90073.6,68083.68
kids pink disposable face mask,100006.1,54792.56
steel toe rubber boots,287408.7,285631.85
surgical marker,86636.7,103589.20
wiper motor,138380.6,139154.72
thermal printer labels,227382.6,227856.08
snowflake stickers,105087.8,104509.33
coffee enema,345275.8,350443.25
jeep wrangler floor mats 4 door,258425,283153.39
baby bullet containers,115542.3,148487.05
toy story backpack,160788.4,172242.45
lord of the rings ring,127218.6,127681.24
2 pin connector,68786.8,74176.30
artifical greenage,129180,94375.27
cable labeler,667856.4,688323.22
playground toys,654455.9,641040.68
beach tapestry,87035.9,94569.17
therapy office decor,110327,32839.58
folate and b12 supplement,500445.6,504565.19
paint stir sticks,251161,265132.85
10 gallon trash bag,472976.9,473417.70
portable blu ray player,367256,389084.89
fishing shoes,280275.3,254806.69
stair decals,172277.4,155961.57
pink steering wheel cover,214552.7,213367.27
thigh rubbing prevention women,392470.1,368283.63
camera glasses,581992,614829.18
kosher collagen powder,2324218.8,2283345.03
eyelash applicator tool,153244.3,179397.85
liquid chlorine for swimming pool,977306.8,1024426.57
flourescent light coverings,534031.2,563908.40
emeril lagasse power air fryer 360,1990598.8,2034042.38
cat trap,1636387,1652065.15
iphone 13 charger block,1561233.1,1519583.39
wax spatula,387395.4,375594.01
student driver magnet for car,1197231.2,1108725.94
ski rack,2686045.8,2730019.05
air conditioner cover,1243621.2,1244100.23
guinea pig toys,2139468.5,2018050.43
shoe covers,3278261,3110851.89
flea and tick for dogs,8274317,8132913.86
lipstick,1437598,1384437.15
water dispenser,14007318,14191409.39
workout bottle,14920191,14209547.75
shaker bottle,14920191,14209547.75
hp officejet pro 9010,108248,135743.86
swiffer vacuum filter refills,73231,90828.67
legal size laminating sheets,88496.6,108518.34
cordyceps powder,74684,94309.08
livestock scale,246402.8,248122.87
cue tip shaper,73804.3,58449.88
pork chops bone-in,69790.9,83387.77
newel post,95842.2,101347.62
235/40/18 tires,152623.2,172744.35
umpire clicker,87276.1,102017.45
cubietime,131711.1,155093.73
vitamin d 3000 iu,131961.6,146318.17
milwaukee 1/4 ratchet,193567.2,219428.54
classroom chime,191299.6,206699.19
slime valentines for kids,110049.6,97461.61
collagen type 2,155500.4,170971.03
arlo battery charger,254281.2,271722.62
amazon basics laptop stand,237313.8,260247.65
unsalted tortilla chips,152425.9,167370.94
bone pillow,112002.6,131849.47
hearing aid batteries size 10,346910.8,348551.71
creeper seat,248295.3,259463.69
sand towel,136039.8,135354.67
rudder pedals,830656.1,849293.54
athletic sweatshirts for men,220070.8,229861.20
wellington boots for men,122015.1,96385.34
dinosaur tablecloth,83223.5,44945.16
hanks belts for men,102415,122423.22
lg dryer lint filter replacement,240789.3,259754.93
kitchen shoes for women,176119.3,162471.90
rear view mirror adhesive,75143.4,96645.05
hot sauce packets,189395.2,202401.96
elk call,243508.7,255922.30
3 quart crockpot,244811.5,262878.83
conch hoop earring,64021.2,58367.70
dirt bike handguards,132909,112499.54
4tb ssd external hard drive,883661.4,893579.43
bling croc charms for women,76162.3,85291.97
mdf board,82321.3,113260.95
shower cap for kids,68822.9,39610.68
canned mushrooms,680764.4,643450.76
60x magnifying glass,476219.8,496590.87
samsung j7 phone case,262791.5,218292.48
closet shelf,325685.5,342422.75
meteor shower lights,774179.8,747897.02
glow in the dark fish tank decorations,398484.6,389535.78
clear zipper pouches,120823.3,81644.95
chromebook tablet,875454.2,915752.62
unscented cat litter,1018961.7,980765.26
unscented shaving cream,608838.5,602228.78
oversized purse,307443.5,219302.89
pregnancy journal,885247.9,875991.93
tweeters for car audio,421074.4,448646.11
80s costumes for men,819093.7,776410.85
remote control outlet,997742.7,1000968.30
plastic pencil box,509857.9,522845.31
white hair spray color,296530.2,314596.01
pixel 3 case,708881.6,637934.54
airsoft bbs,1003821.9,994813.66
baby car camera,1955826.2,1989459.62
beard straightener,156301,197084.68
shea butter hand cream,2202026.8,2218891.52
dog backpack,1980187.2,2035547.52
cross stitch kits,2281816.5,2432655.98
easel,5629975,5707079.33
kids watch,3265754,3453772.22
digital photo frame,35118132,34727624.06
beau jardin solar lights,84560,112516.23
jump ropes bulk,82698.6,80412.91
dual laptop stand,70910.1,93346.27
europe to us plug adapter,64822,79303.66
100 inch curtains,80003.9,82832.52
bearing press,70260.9,88121.22
drip irrigation stakes,142096.4,129365.32
hidow replacement pads,273831.2,290323.81
kitchen sink drain basket swan drain rack,22136.5,-34423.29
1157 bulb,78683.1,95899.10
chair bottom floor protectors,123774.7,123706.97
thickened water,155387.2,179390.71
red white and blue balloons,126193.5,123876.92
fruit and nut bird seed,264745.5,271406.24
bronze towel bar,215179.1,212117.98
brown leather boots,91802.2,43893.69
black gallon water bottle,347721.4,362118.05
spider box prank,532137.7,550107.69
no sew fleece blanket kit,92668.2,98095.52
bamboo poles,151713.7,183100.94
apple watch band 45mm men,202911.8,213335.40
bankers lamp,344514.8,360600.89
empanada,263905.8,252210.16
egr valve,268256.5,256434.80
spiderman chair,354106.7,376189.82
pond waterfall,447374.4,464683.99
cardamom powder,289765.5,299550.30
silvervine for cats,304176.1,312110.87
bogg bag charms,115632.5,148937.13
